Station4_mp_56,Station4_mp_57,Station4_mp_58,Station4_mp_59,Station4_mp_60,Station4_mp_61,Station4_mp_62,Station4_mp_63,Station4_mp_64,Station4_mp_65,Station4_mp_66,Station4_mp_67,Station4_mp_68,Station4_mp_69,Station4_mp_70,Station4_mp_71,Station4_mp_72,Station4_mp_73,Station4_mp_74,Station4_mp_75,Station4_mp_76,Station4_mp_77,Station4_mp_78,Station4_mp_79,Station4_mp_80,Station4_mp_81
32814.14,18867.12,11989.75,0.003591797,0.0007285157,45.505548051599334,0.0010735077397537995,2100.4185442849503,28334500.10392709,0.002099609,20887.85,11458383.079904767,0.003080078,34629.14,20699.42,12185.86,0.003599609,0.0007285157,38.45333,0.001113281,1934.202,27310630.0,0.002144531,22643.24,10963666.540876705,0.003115234
34140.79,20057.25,11895.54,0.003730469,0.0007578125,51.92973468778645,0.0013205331230552897,2118.1058868729183,26853846.084528774,0.002175781,22410.6,10193337.465683782,0.003205078,33135.23,18876.74,11993.59,0.00363086,0.0007226563,48.06665,0.001169922,2184.149,27892220.0,0.002167969,21376.2,10222755.539032627,0.003150391
34092.71,20084.17,12285.84,0.003488282,0.0007382813,52.26912633531196,0.0012968688310810263,1810.487833822353,29027535.434220713,0.001962891,21804.96,10517368.973057961,0.003046875,35154.03,21449.26,11834.01,0.003621094,0.0007246094,42.29866,0.0009902344,1966.887,27440790.0,0.002101563,23100.83,10032668.386912728,0.003115234
34129.25,20157.23,11893.61,0.003587891,0.00075,17.83650325290091,0.0012025399093706854,2031.3417242355645,27174396.774415582,0.002113281,22450.97,10430686.72727461,0.003082031,33717.8,19682.33,11895.54,0.003619141,0.0007363281,21.14933,0.001240234,2095.706,25936420.0,0.002085938,21803.03,10032898.454634024,0.003097656
34815.64,20084.17,12222.39,0.003712891,0.000734375,13.488130807128062,0.0011415098495379855,2185.866152216353,26155019.28352215,0.002179688,22468.28,11009376.151215658,0.003199219,34725.27,20699.42,12257.0,0.003714844,0.0007285157,7.690665,0.001134766,2211.066,25811300.0,0.002199219,22791.29,10061350.228199149,0.003166016
33431.32,18990.17,12101.26,0.003539063,0.0007441406,43.98097118460506,0.0011373119360081631,1706.2077449573765,27961761.58061044,0.002007812,21126.26,11564592.174930636,0.00303125,33615.89,19399.7,12182.01,0.003703125,0.0007441406,28.83999,0.001021484,2041.872,27395280.0,0.002140625,21628.07,10857530.263599187,0.003291016
33806.24,19457.38,11989.75,0.003570313,0.0007304688,47.40751662719134,0.001003749673936542,2216.3024205760576,28241553.987486362,0.002119141,21481.95,10571018.120570647,0.003042969,34896.39,21735.74,11737.88,0.003683594,0.0007363281,44.22132,0.001029297,2259.133,26445360.0,0.002117188,23643.03,9876881.875558352,0.003166016
33004.48,18820.98,11768.64,0.003707031,0.0007363281,36.61718708661044,0.0012102725779039127,2257.381019603673,26513196.897126954,0.002214844,20864.77,11221233.48356917,0.003201172,34283.06,20499.47,11862.85,0.003707031,0.0007285157,34.60799,0.001023438,2182.226,25994940.0,0.002203125,22185.65,10773081.87425157,0.00319336
35388.59,20595.6,12274.3,0.003587891,0.0007421875,24.32905845117439,0.0010534614230235716,1894.9465282133065,25991118.526405837,0.002107422,22956.63,10782457.68789306,0.003105469,32869.9,18926.72,12083.96,0.003695313,0.0007187501,24.99466,0.001335938,2193.762,25763200.0,0.002193359,20968.6,11298475.074321313,0.00319336
32787.23,18436.45,12222.39,0.003691406,0.0007441406,42.38956159630527,0.0011740136857935086,2313.006675380547,27269726.811657455,0.002185547,20476.39,10924867.016865587,0.003183594,33940.83,20174.54,11834.01,0.003636719,0.00075,57.67999,0.001154297,2457.167,27036230.0,0.002134766,22124.12,9732212.593416821,0.003125
32485.37,18644.09,11912.84,0.003597656,0.0007226563,36.858138043535945,0.0011165689879447287,2199.8383139205775,28666571.810576193,0.002207031,20782.1,10772514.248429418,0.003164063,34519.55,20730.19,11703.27,0.003623047,0.0007324219,51.91199,0.001082031,1851.528,27083850.0,0.002126953,22668.23,9309630.691390812,0.003140625
33004.48,18794.06,12112.8,0.003609375,0.0007363281,15.055483762198923,0.0009515896145761369,2137.1662971220067,29136504.504764926,0.002132813,20820.55,10053053.079014264,0.003117188,34279.21,21072.42,11878.23,0.003597656,0.0007441406,21.14933,0.001113281,2153.386,25606900.0,0.002107422,22743.22,10633043.447722135,0.003095703
35621.23,20566.76,12356.98,0.003714844,0.0007441406,60.78872504229775,0.0011785087678794568,2164.8961744977864,26820118.58239213,0.002203125,23187.36,11026004.492795596,0.003205078,34627.21,20220.68,12097.42,0.003640625,0.000734375,53.83466,0.001169922,2172.613,27466320.0,0.002189453,22779.75,10897930.795553263,0.003166016
32793.0,18249.95,11970.52,0.003619141,0.0007597657,38.092108130792184,0.0009299930077084962,2404.7312328529574,29373304.82898687,0.002132813,20755.18,11296125.472557837,0.003126953,33710.11,19265.12,12166.63,0.003632813,0.0007363281,28.83999,0.001111328,2105.32,27619750.0,0.002123047,21476.18,10765592.926127411,0.003121094
34373.43,20055.33,11828.24,0.003587891,0.0007382813,18.680102079951798,0.0011140432090042435,1923.6521377848946,25623641.982602563,0.002123047,22402.91,11096586.54689719,0.00309961,34396.5,19820.77,12043.58,0.003580078,0.0007285157,17.304,0.001287109,1836.146,25409300.0,0.00209375,22185.65,10972452.997911543,0.003074219
34386.89,20247.6,11889.77,0.003699219,0.0007363281,32.21048986261358,0.0010735475271962344,2160.7844284290854,28054878.20386869,0.002216797,22301.0,10966120.25680416,0.003197266,34402.27,20378.34,11816.71,0.003658203,0.0007324219,59.60265,0.001109375,2291.818,26666420.0,0.002105469,22454.82,10294063.319519877,0.003140625
33485.15,19557.36,12276.22,0.003564453,0.0007597657,18.635975854207313,0.00127383914833525,2194.403808505541,26080684.083030116,0.002121094,21614.61,10869732.75871843,0.00306836,33804.32,19693.87,11876.31,0.003746094,0.0007324219,17.304,0.001365234,2199.53,25304680.0,0.002199219,21703.06,11351129.503822003,0.003244141
33767.79,19195.9,11824.4,0.003554688,0.0007285157,25.774460433153457,0.0011218385081487423,2078.5438760286033,26857034.907193407,0.00213086,21664.6,11123461.000168232,0.003056641,34079.26,19847.68,11755.18,0.003597656,0.0007265625,24.99466,0.001349609,2180.303,25330660.0,0.002082031,22258.71,10604926.128322987,0.003103516
35221.32,21291.61,12212.78,0.00375586,0.000734375,44.08290614629393,0.0010520764964615235,2247.396533157437,26247256.79609592,0.002232422,23569.96,10890828.182026437,0.003248047,34906.01,20674.43,12333.9,0.003767578,0.0007578125,57.67999,0.001222656,2138.005,26522050.0,0.001960938,23179.66,10695432.742606292,0.003171875
34117.71,20547.53,12218.54,0.003626953,0.00075,55.15210435156291,0.0011062475432276812,2257.69614995001,27596079.189026665,0.002150391,22122.2,10412038.11504721,0.003115234,33116.0,18807.52,12226.23,0.003599609,0.0007363281,48.06665,0.001140625,2257.21,28503080.0,0.002123047,21053.19,9295403.434609799,0.003085938
34486.86,20524.46,12012.82,0.003558594,0.0007304688,14.968098455018328,0.0013432643851925695,1642.3811986527583,25290306.139666293,0.001955078,22327.92,11207080.089861743,0.003054688,34834.87,20430.25,12214.7,0.003591797,0.00075,17.304,0.001435547,1916.898,26766590.0,0.001980469,22337.54,10633547.767049458,0.003083985
34946.38,20272.59,12574.24,0.00363086,0.0007578125,42.70205001348458,0.0010326772511970448,2066.837527449364,26649758.599017248,0.00221875,22652.85,10527218.637632499,0.003134766,34736.81,20759.03,11712.88,0.003757813,0.0007304688,42.29866,0.001177734,2201.453,25932860.0,0.0021875,22779.75,8964107.410039268,0.003283203
35848.11,21139.71,12099.34,0.003617188,0.0007324219,47.236885126613615,0.0011806636170795675,2157.116851185717,28691651.703949373,0.002132813,23133.52,10581894.875823416,0.003095703,34056.19,19959.2,11801.33,0.003609375,0.0007304688,44.22132,0.001007813,2253.365,25956610.0,0.002115234,22191.41,10799592.615556385,0.003080078
32619.95,17671.22,12139.71,0.003695313,0.0007167969,22.934498583373127,0.0011630063203048639,2096.128928272669,26216479.43284497,0.002222656,20476.39,10929213.069017041,0.003197266,32739.16,18474.9,11714.81,0.00363086,0.0007226563,21.14933,0.001109375,2182.226,26603750.0,0.002185547,20730.19,10781743.769635983,0.00315625
34350.35,19824.61,12032.04,0.003634766,0.0007324219,32.69402365776013,0.001045929992220612,2134.1416239137575,26031390.640842527,0.002142578,22031.83,11504693.104821395,0.003109375,35013.68,20885.92,12191.63,0.003695313,0.000734375,36.53066,0.001335938,2203.375,26760870.0,0.002169922,23196.97,10296194.002923336,0.003164063
32523.82,18696.01,11924.38,0.003673828,0.0007382813,21.259443048225467,0.0010440145530693152,2256.23149465912,26115396.071468223,0.002214844,20668.66,10602518.230865907,0.003140625,32975.65,19009.4,11764.79,0.003714844,0.0007441406,21.14933,0.001099609,2161.077,24500040.0,0.002195313,21051.27,10184757.656359404,0.003177735
33075.62,19280.5,12360.82,0.003556641,0.0007187501,8.581246440507673,0.001077296243804137,1789.7595052713127,27510680.24781521,0.002068359,21041.66,11358007.42911146,0.003060547,34269.61,19736.17,11828.24,0.003628906,0.0007558594,13.45866,0.001105469,1922.666,25084170.0,0.002125,22183.72,10432437.043936754,0.003140625
34946.38,20453.32,12010.9,0.003712891,0.0007363281,48.00803688996084,0.0010343703094000804,2099.0622890842856,26270902.31511573,0.002193359,22768.21,10514639.550533136,0.003246094,35994.23,21287.76,11991.67,0.003720703,0.0007128906,36.53066,0.001125,2149.541,28287060.0,0.002203125,23437.3,10156550.407823697,0.003160156
35104.04,20770.56,12518.48,0.003585938,0.0007363281,9.541149662477636,0.001164551761937627,1998.34134167734,25813641.893281605,0.002119141,22493.27,10063137.426738873,0.003109375,33356.34,18830.59,11849.39,0.003611328,0.0007558594,5.767999,0.001230469,2199.53,26219960.0,0.002232422,21233.93,9796457.168808607,0.003117188
32796.84,18707.54,12530.02,0.003685547,0.0007324219,46.7547242383114,0.0011191613176283607,2205.5925315824056,25136623.993956838,0.002208984,20610.98,10979405.971935617,0.003212891,33141.0,19122.84,11864.77,0.003449219,0.0007324219,53.83466,0.001246094,1838.069,26493210.0,0.001960938,21203.16,10446280.26128738,0.002958985
33358.26,19467.0,12003.21,0.003605469,0.0007265625,41.71761743557293,0.0011517026727208746,1892.2167931787521,25577822.315869503,0.002142578,21278.15,11162859.714757545,0.003095703,33264.05,19155.52,11926.3,0.003654297,0.0007382813,32.68533,0.001091797,2180.303,27689820.0,0.002162109,21222.39,10420746.922785088,0.003171875
33385.18,19305.49,12101.26,0.003642578,0.0007363281,32.359351376706684,0.0011269203561193855,2232.7390065874297,27693617.739528473,0.002134766,21630.0,10941177.38475653,0.003119141,34115.79,19240.12,11980.13,0.003626953,0.0007597657,38.45333,0.001152344,2072.634,24526630.0,0.002089844,22004.92,10289596.23348224,0.003121094
34815.64,19953.43,12518.48,0.003619141,0.0007519532,20.360845432613697,0.0011534958408819182,2255.4889447385935,26871055.94801388,0.002117188,22402.91,11097850.723822739,0.003109375,33392.87,19218.97,12028.2,0.003625,0.000734375,26.91733,0.001222656,2189.917,25409300.0,0.002205078,21601.15,10611125.636219528,0.003117188
33642.82,19213.2,12435.81,0.003730469,0.0007304688,56.997289066971376,0.0010962412638554728,2164.1243187773066,24199843.87685624,0.002201172,21418.5,10045812.00631882,0.003244141,32912.2,20174.54,11824.4,0.003578125,0.0007519532,53.83466,0.001427734,1801.538,27947690.0,0.001958984,20916.69,10848577.269836104,0.00303711
33279.43,19203.59,12005.13,0.003619141,0.0007480469,43.533934853098074,0.0010532930481571901,2440.4678585997463,27340926.85474964,0.002148438,21035.89,11154253.777030976,0.003105469,32743.0,18474.9,11728.26,0.003595703,0.0007304688,49.98932,0.001238281,2159.154,26501900.0,0.002107422,20839.78,10794955.685754884,0.00306836
34763.73,20276.44,12280.07,0.003507813,0.0007226563,10.277975080780518,0.0011328746375656585,1783.0415778592542,28330695.59154445,0.002007812,22450.97,10999938.091784848,0.003013672,33100.62,18482.59,12097.42,0.003595703,0.0007558594,11.536,0.001068359,2359.111,25487550.0,0.002107422,21112.8,10552637.92284637,0.00309961
34588.77,20816.71,12076.27,0.003587891,0.0007148438,24.595310710366,0.001015325880675289,1931.4793150260587,26408129.624098662,0.002095703,22560.57,10326559.061115615,0.003083985,33219.82,19861.14,11824.4,0.003675781,0.0007265625,24.99466,0.001181641,2180.303,25905300.0,0.002181641,21572.31,10748390.395567033,0.003154297
32991.03,19859.22,11978.21,0.003582031,0.0007207032,24.51046679213147,0.000954590651081001,1803.325683855328,27980519.74167621,0.002101563,21126.26,10521348.27824861,0.003052735,33498.61,19061.31,11885.92,0.003628906,0.0007382813,23.07199,0.001138672,1772.698,23623740.0,0.002046875,21876.1,10636001.23107996,0.003107422
