Station2_mp_6,Station2_mp_7,Station2_mp_8,Station2_mp_9,Station2_mp_10,Station2_mp_11,Station2_mp_12,Station2_mp_13,Station2_mp_14,Station2_mp_15,Station2_mp_16,Station2_mp_17,Station2_mp_18,Station2_mp_19,Station2_mp_20,Station2_mp_21,Station2_mp_22,Station2_mp_23,Station2_mp_24,Station2_mp_25,Station2_mp_26,Station2_mp_27,Station2_mp_28,Station2_mp_29,Station2_mp_30,Station2_mp_31,Station2_mp_32,Station2_mp_33,Station2_mp_34,Station2_mp_35,Station2_mp_36,Station2_mp_37,Station2_mp_38,Station2_mp_39
39253.348951889566,0.0036488837103345662,51450.55,34665.67,16042.73,0.00390625,0.001287109,39.07476989625179,0.0009356015145126655,1116.4072703505713,26393841.383197524,0.001572266,36678.7,7252068.680938788,0.003091797,38997.44,0.003689453,59673.79,41327.71,15798.55,0.003953125,0.001226563,32.68533,0.000831828455250671,1184.1062691100285,26060000.0,0.001578125,42515.92,8203371.0,0.003197266,-0.0012727449680383673,0.001266469448580591,-0.0003525573959631846,0.000590311650789165
41168.11589038166,0.0036202346069433367,58047.21,41469.98,15833.16,0.003939454,0.001279297,33.1177919773458,0.0009177508197396606,1145.3590139715593,26251463.056571677,0.001542969,42408.25,8547244.259280568,0.003134766,39695.37,0.003650391,58429.82,40972.02,16104.25,0.003914063,0.001251953,38.45333,0.0009406723172082765,1226.7233539892336,25783210.0,0.001605469,42719.72,10067770.0,0.00309961,-0.0007080317144273876,0.0010795937945307786,-0.00026213008168074904,0.0010190564973065743
35835.598309728455,0.003689299000101415,56312.97,39253.16,15867.76,0.003970703,0.001304688,34.87342882192652,0.000968238914954792,1143.5870714332132,24669126.217773214,0.001603516,40418.29,7786707.345868125,0.003111328,35723.14,0.003626953,54201.88,35046.36,16302.29,0.003931641,0.001296875,38.45333,0.0008581779810614573,1193.7474702136724,25296970.0,0.001576172,37232.43,4911075.0,0.003125,-0.0008236784287717532,0.0009756238606147788,0.0008704516427192694,0.0020906337928667594
38895.36211833702,0.0036621302664854877,57703.05,40051.06,16038.88,0.003964844,0.001300781,20.55165739936522,0.0009533288721752969,1161.6073187654201,26394364.91131712,0.001566406,41596.88,7751804.527781839,0.003140625,39082.04,0.003679688,58239.48,42321.73,16406.11,0.004003907,0.001306641,28.83999,0.0009373190896037037,1133.6141622122532,24310750.0,0.001601563,42798.55,7568981.0,0.003173828,-0.0005533041786992864,0.0008556333449267876,-0.0006660296121735075,0.00209757406500968
35667.54976373768,0.0036086693447079754,58247.17,40868.2,15942.75,0.003933594,0.001226563,35.45373748214149,0.0009509831703001419,1196.9780546117163,24789840.001902945,0.001542969,42066.01,7509270.787666977,0.003103516,35186.71,0.003652344,53432.82,37280.5,16108.1,0.003896485,0.001298828,38.45333,0.0008282459400843123,1193.089820893209,28524390.0,0.001603516,37838.07,6804285.0,0.003091797,-0.0013294920309696423,0.0022171224353360786,-0.0005064928936378448,0.0017504929930437217
39030.57627035083,0.0036477704801732252,55618.89,37343.95,16267.68,0.003945312,0.001302734,39.062888531018714,0.0009408902467634047,1143.0735175645939,25269610.99637063,0.00159375,39520.41,6443491.249085109,0.003105469,38543.69,0.003669922,57232.01,40385.61,15756.25,0.003964844,0.0013125,32.68533,0.0009073023847299978,1159.0020398400977,25186460.0,0.001597656,41812.22,10224380.0,0.003111328,-0.0003709107459877555,0.0019492365155495306,-0.0018064300620453519,0.0012442155854553926
39316.41975922077,0.0036194656917041784,57987.61,40766.29,15783.17,0.003957031,0.001263672,32.436751298179225,0.0008273473082801427,1155.8832511468843,28525798.04823406,0.001572266,42189.06,7594389.639200161,0.003095703,39403.12,0.003621094,57722.29,40516.35,16171.54,0.003955078,0.001283203,38.45333,0.0009330319968395343,1181.457845439204,29407150.0,0.001568359,41777.61,12261310.0,0.003148438,-0.0009615602129417992,0.0011679988617047921,-0.001383586642517087,0.000823850582629956
36174.09922127665,0.003645392424186015,55730.4,38610.98,16067.72,0.00396875,0.001283203,32.574173652279455,0.0009575774674062345,1146.2552271118225,25790960.758580588,0.001603516,40001.07,6408072.736793487,0.003085938,36130.75,0.003623047,54801.75,34071.57,16192.7,0.003951172,0.001277344,30.76266,0.000902297146385691,1151.0482638003643,24375700.0,0.001597656,38211.07,6365813.0,0.003109375,-0.0016768760127702142,0.001210721448620766,-0.00030597133449733265,0.0026970582600766785
39517.542672759824,0.003600360845339292,55759.24,39337.75,16061.95,0.003964844,0.001291016,36.4738895303135,0.0009210292556012934,1243.3956718228383,26006036.74652631,0.001595703,40170.27,7515159.910077414,0.003142578,39493.48,0.003613282,58549.03,40172.19,15715.87,0.003933594,0.001238281,36.53066,0.0009372333578511013,1159.143580583334,25451050.0,0.001576172,42062.17,9187776.0,0.00309961,-0.0014159405182564417,0.0021444266607650135,-0.00035198225495507163,0.0016174841458231142
38160.19834073707,0.0036671029739232374,58395.22,39545.4,16079.26,0.003921875,0.00125,37.869702359392335,0.0009014253714278211,1157.2912572475366,28543028.039910723,0.001595703,41646.88,12122578.849084266,0.003132813,37795.77,0.003640625,55547.75,37941.89,16548.39,0.003914063,0.001316406,32.68533,0.0009330859355861988,1204.9340345631367,26669590.0,0.001634766,39108.95,7733038.0,0.003085938,0.0005544902796858346,0.002569003925505874,-0.0011369468906792298,0.001815261255266985
37088.74127256974,0.003613856049576981,56580.22,39654.99,15936.98,0.0039375,0.001300781,34.45443479115998,0.0009244984493586258,1166.6521118805301,28173816.288230196,0.001568359,40772.06,7676074.361787699,0.003134766,37420.85,0.003648438,55122.84,38049.56,16479.17,0.003964844,0.001333984,38.45333,0.0009077732033820119,1163.140257788326,25640250.0,0.001578125,39022.43,7339282.0,0.003087891,-0.00040811906881831154,0.001315279313967515,-0.0003882494609275582,0.001559158784771208
39247.18439722479,0.0036557972087785857,56705.19,39597.31,16017.73,0.003916016,0.001287109,28.99421943646806,0.0009673090452896625,1169.601205286795,24334329.339177746,0.001568359,40704.77,6615348.747548598,0.003136719,39670.37,0.003685547,57524.25,39699.21,16015.81,0.003886719,0.001240234,36.53066,0.0008477391104853225,1152.5803857812266,23227900.0,0.001574219,40887.42,8378379.0,0.003085938,5.4179116188837696e-05,0.0009733301357051515,-0.0001410105545100293,0.0012130539550775754
37757.59437573786,0.0036650865237601356,56822.48,39108.95,16386.88,0.003962891,0.001291016,37.84893209167765,0.0009082131294138101,1174.054065447432,24859173.424856625,0.00159375,40312.54,9053721.332002899,0.00315625,38049.56,0.003677735,55782.31,39043.58,16036.96,0.003949219,0.001234375,30.76266,0.0009149622608433818,1116.9968413330419,25062000.0,0.001578125,39570.39,7853355.0,0.003119141,-0.00023257827713896254,0.002190374997833534,-0.0014427137567830303,0.0016787407880839446
37035.960374525625,0.0036999605196707383,58181.8,40883.57,16046.57,0.003994141,0.001292969,32.14118159984258,0.000877564324730095,1118.1340068672348,24445165.60503553,0.001595703,42046.79,7491374.424230097,0.003171875,37124.76,0.003675781,55759.24,38436.02,16496.47,0.004003907,0.001287109,30.76266,0.0009338127672598356,1246.710856008372,24256910.0,0.00159961,39526.17,7503340.0,0.003144532,-0.001513524178188203,0.0008905535090045547,-0.0013416195359806386,0.0014825162862787918
39648.93572380116,0.003718204411844468,57008.98,41000.86,15942.75,0.003898438,0.001232422,33.87205096013971,0.0009359054279160761,1145.3254992942918,24376576.661443446,0.001568359,40877.81,8979583.823006637,0.003134766,39312.75,0.003703125,57885.71,40483.66,15948.52,0.003953125,0.001275391,36.53066,0.0009462716791763483,1208.1324628065213,24726360.0,0.001595703,41806.45,8926008.0,0.003166016,-0.0005595647732209625,0.0010712116078114952,-0.00042995170880473293,0.0016880799070879068
38354.148689260044,0.003633013220565822,57155.1,39245.46,16173.47,0.003962891,0.001292969,35.97311093070251,0.0008419791793198386,1154.6215051804693,25972640.869416565,0.001537109,40783.6,4603259.715815778,0.003134766,38024.57,0.003642578,56074.56,38589.83,16181.16,0.003994141,0.001302734,34.60799,0.000896559595844775,1221.5363933521196,25284100.0,0.001601563,39449.27,7208030.0,0.003146484,-0.0009021259552886186,0.0014984291251773883,-0.0012253682215698522,0.001007810602041511
38517.227766234144,0.003671184951412991,55195.9,37751.55,16221.54,0.003972657,0.001308594,39.16756110237819,0.000940344472694009,1205.06478451109,27277505.304595202,0.001580078,39024.36,6923766.082526217,0.003085938,38489.85,0.003650391,56893.62,39670.37,15913.91,0.003939454,0.001308594,34.60799,0.000950831952566771,1157.8317720977193,25336250.0,0.001578125,40875.89,8728379.0,0.003091797,-0.0003278956271913151,0.0007280117416690695,-0.0003558347549155639,0.0009430301622803789
37876.86007136014,0.0036545891726497215,57043.58,39353.13,16404.19,0.003998047,0.001292969,38.93162085643491,0.0008036507298018426,1189.1611263525501,26000459.886758104,0.00159961,40781.67,6420119.321930969,0.003167969,37782.31,0.003595703,56995.52,39749.2,16296.52,0.003972657,0.001287109,38.45333,0.0009726249836252686,1175.3758656782943,26059080.0,0.001572266,40864.34,7496611.0,0.003046875,-0.0017794555511426592,0.0020250218436263685,-0.001358936939011202,0.0015969819674625388
35646.29186044121,0.0036043244696037802,52717.58,37307.41,16363.81,0.003945312,0.001351563,32.50678057358219,0.0008233092236679857,1115.07147915994,26269001.96863718,0.00159961,37807.31,4008410.0601114505,0.003142578,33881.23,0.003650391,54273.02,35677.0,16283.06,0.003949219,0.001326172,36.53066,0.0009175888214238337,1180.3598223123904,25047850.0,0.001572266,37699.64,6846088.0,0.003046875,-0.0015864572160927356,0.001675883713611873,-0.0005051946745171705,0.0008328361759173666
37522.85276908404,0.0036676356329014945,55732.33,38603.29,16446.49,0.003964844,0.001291016,36.11200568909862,0.0008457944805078262,1194.0773650068206,24944819.285319358,0.00159375,39464.64,7003558.615061716,0.003101563,37326.64,0.003703125,55192.05,38357.19,15877.38,0.0039375,0.001300781,38.45333,0.0009505630693023738,1226.3007556671719,25686900.0,0.001548828,39478.11,7496611.0,0.003060547,-0.0013317881538569458,0.0007869923120274749,-0.0005725413420424929,0.0007690106221782621
36088.24236392579,0.0036351486828682727,57032.05,40177.96,16163.85,0.00396875,0.001267578,25.184457427727917,0.0008759950707886671,1182.0051199386733,29795924.0678619,0.001591797,41116.21,7949513.436013341,0.003142578,36194.19,0.003679688,50596.88,35207.86,16175.39,0.00397461,0.001333984,28.83999,0.0009427076515292084,1153.6574834156472,26028350.0,0.001595703,36205.73,5253836.0,0.003089844,-0.0017053325683406627,0.0009545590304126798,-0.0006588196863690748,0.0011562356327719375
38595.807175888665,0.003633058143196422,57093.57,39633.84,16056.18,0.00403125,0.001289063,34.215032251359276,0.0008376654303235414,1172.4181514559368,28308097.550553605,0.001628906,40812.43,10958906.07191668,0.003169922,38759.03,0.003667969,57053.2,39658.84,15779.32,0.003998047,0.001298828,32.68533,0.0008907700676361069,1231.0981647762924,26521540.0,0.001570313,40968.17,11635880.0,0.003144532,-0.0012033374601076764,0.0021734969497348446,-0.001353455083919097,0.0008353515228761057
37732.14455512251,0.0036621255499814723,56080.32,38514.85,16433.03,0.003941406,0.001310547,40.45893976907797,0.0009813327218191393,1170.0431115454091,26711135.85447609,0.001548828,39620.38,6539657.101687965,0.003111328,37855.38,0.003679688,56384.11,38982.05,16421.49,0.003925781,0.00128125,36.53066,0.000924528991020755,1195.193099541477,25362250.0,0.001570313,40068.36,7514290.0,0.003085938,-0.001912620954517687,0.0010593937210139352,-0.0003601147497023895,0.0018435530261319856
36068.211880132505,0.0036065133579453157,54884.43,37236.27,15760.09,0.003935547,0.001337891,23.460752009095582,0.0009518508369399758,1112.146805372849,25456296.269135322,0.001548828,38282.21,8601463.914288474,0.003109375,36301.86,0.003619141,56113.02,38809.02,15888.91,0.003947266,0.001287109,21.14933,0.000931823115129112,1203.3920816645507,25868360.0,0.001572266,39989.53,6136114.0,0.003066406,-0.0005424309419267355,0.001075922478972047,-0.0019047641999962578,0.0009567831630499901
39539.517643463354,0.003702755440857405,57587.7,39891.48,15983.12,0.003972657,0.001302734,28.769984317716315,0.000795860112158456,1115.56923192495,28245082.410920218,0.001597656,41270.03,9009940.654597132,0.003169922,39693.44,0.003638672,58052.98,40629.79,16079.26,0.003998047,0.001310547,32.68533,0.0009534187829858173,1134.5802849230668,26147190.0,0.001576172,41860.29,8367443.0,0.003169922,-0.0014659179835957332,0.0012441892790398517,-0.000606853373676818,0.0006103093642448006
37953.091844181145,0.003695632941657709,57749.2,40051.06,16238.84,0.004001953,0.001318359,37.766047739343044,0.0009154014589575708,1228.1539972787168,26380526.738141757,0.001574219,41421.92,9937497.5859625,0.003164063,37884.21,0.00363086,55861.14,38714.8,16135.02,0.003972657,0.001302734,42.29866,0.0009015416973024871,1158.8768764112308,25090150.0,0.001605469,39956.85,9866417.0,0.003123047,-0.001957814875346796,0.0013925842584849818,-0.00011784797046018381,0.0022429030745963123
38504.91822512121,0.0036655587125387678,57047.43,39337.75,16477.25,0.003939454,0.001267578,29.509053143220548,0.0009620548713949011,1129.6960173301004,26745945.09017983,0.001570313,40414.45,6355372.541679949,0.003091797,38522.54,0.003703125,57668.45,40981.63,16259.99,0.003892578,0.001273438,32.68533,0.000914498819639319,1177.2621229126842,26705650.0,0.001574219,41760.31,9844051.0,0.003101563,-0.0013193428819063464,0.0007326368246359013,-0.0004559434060360635,0.002406443643873088
37176.47165872239,0.0036539770604733903,57703.05,40591.33,16258.07,0.00397461,0.001298828,23.97969785458274,0.0009230014809550376,1177.5476667048183,26795877.944863483,0.001597656,42269.82,7524037.8943222575,0.00315625,37259.35,0.00366211,56084.17,38766.72,15865.84,0.003933594,0.001261719,24.99466,0.0008823700635867449,1173.0223446459627,26027940.0,0.001568359,39954.93,6792389.0,0.003091797,-0.0006146916309914842,0.0006323091978608316,-0.001342985075738189,0.002299524322135391
37572.317808005384,0.003728704580264358,56849.39,39656.91,16190.77,0.003994141,0.001294922,30.05360160942617,0.0009400080854180151,1248.717954679709,26362920.742199875,0.001607422,40812.43,9236909.82126568,0.003148438,37749.63,0.003675781,56255.29,38982.05,16056.18,0.003945312,0.001291016,28.83999,0.000978277347329963,1258.2922015214795,27181560.0,0.001574219,40068.36,7197080.0,0.003115234,-0.002071670444793872,0.0009240500726472327,-0.0002538780001805071,0.0010506683389764392
36671.86427477226,0.0036585268184205167,58866.27,41950.65,16110.02,0.003947266,0.001212891,37.67653937636159,0.0009113396654355661,1216.3012214187827,26384866.48088007,0.001576172,42806.24,8561012.114028987,0.003150391,36467.21,0.003646485,55299.72,37605.43,16246.53,0.003972657,0.00125,40.37599,0.0009433244072788495,1114.39055722029,27201480.0,0.001597656,39420.43,6901770.0,0.003121094,-0.001248855243759777,0.0016633605570316823,-0.0018804916772156568,0.0016136003127930633
39223.10246388397,0.0036474087385532307,57670.37,40585.56,16198.46,0.003947266,0.001263672,33.691827479684676,0.0009824869020033562,1149.7962056834185,26300392.43454095,0.001601563,41150.82,9759014.824478103,0.003095703,38937.84,0.003648438,57137.79,39658.84,16050.42,0.003945312,0.001269531,34.60799,0.0009380823967744358,1181.6414449915023,26398960.0,0.001570313,40893.19,7437714.0,0.003103516,-0.0005524656207536096,0.0014598031124310729,-0.00032044371287247395,0.0015580257606042033
36904.586676925,0.003667703111313026,58331.77,40948.95,15969.67,0.003919922,0.001292969,32.32412656439118,0.0008563719064536119,1149.051105282582,26589907.333395213,0.00159961,42260.2,11632932.093662549,0.003148438,36211.5,0.003650391,55811.15,38716.73,16044.65,0.003943359,0.001304688,32.68533,0.0009374719974358251,1194.9358497133003,26669890.0,0.001566406,39597.31,9530822.0,0.003060547,-0.0004836001776725333,0.0014019940380816042,-0.000709762759773138,0.0009627761999590035
35352.92709883045,0.003630375723116828,55730.4,38539.84,15885.07,0.003914063,0.001296875,35.55253481612472,0.000822156376065176,1200.5856178636686,29217680.80422736,0.001578125,39751.13,6566204.459419483,0.003085938,35684.68,0.003613282,53417.43,36057.68,16136.94,0.003953125,0.001333984,34.60799,0.00088756820292518,1117.3682479442332,27618150.0,0.001609375,36349.93,6300186.0,0.003048828,-0.00011167623708222026,0.0011443559349577058,-0.0004407828819170863,0.0008829327765071845
42201.90966544538,0.0036404560313997316,52148.48,35340.53,16567.62,0.003941406,0.00128125,35.486085290936906,0.0009243151585371613,1152.7238931076638,26560104.864863247,0.001623047,36721.0,5738228.34411241,0.003066406,39918.39,0.003654297,59100.84,40462.51,15869.69,0.003976563,0.001289063,38.45333,0.0009696661622394745,1185.0808875926475,27706760.0,0.001566406,42075.62,9122149.0,0.003091797,-0.0006140878545604743,0.0009103639061953325,-0.001667857249547473,0.0009257031863685471
36882.91256518296,0.0036395334348482,54938.26,38341.81,15981.2,0.003960938,0.001310547,30.505761803854234,0.000909256496594869,1200.7411276474536,27610494.10227389,0.001578125,39045.5,6684090.830274473,0.003142578,36467.21,0.003666016,53373.21,37828.46,16488.79,0.003912109,0.001248047,36.53066,0.0009525025051822061,1179.0316807966967,27263240.0,0.001597656,37899.6,9412667.0,0.003117188,-0.0018044301123939163,0.0008111516950112447,-0.001879429438455611,0.002399477900613199
